,OFFENSE_CODE_GROUP,DISTRICT,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long
4895,Larceny,B2,2019,9,4,19,42.33330171,-71.08181675
4898,Larceny,C11,2019,9,4,18,42.27357721,-71.06770429999999
4921,Larceny,D4,2019,9,4,17,42.34840576,-71.08688339
4925,Larceny,C11,2019,9,4,17,42.29524857,-71.07108773
4937,Larceny,A1,2019,9,4,16,42.35512339,-71.0608798
4950,Larceny,C11,2019,9,4,17,42.2991807,-71.06429139
5006,Larceny,D14,2019,9,4,12,42.34865794,-71.1325918
5029,Larceny,B3,2019,9,4,12,42.26820198,-71.09367344
5031,Larceny,C6,2019,9,4,12,42.33554421,-71.0407501
5035,Larceny,D14,2019,9,2,16,42.36083891,-71.14533675
5039,Larceny,A1,2019,9,4,10,42.35680075,-71.05893025
5040,Larceny,E13,2019,9,4,12,42.32547536,-71.10253482
5042,Larceny,A1,2019,8,6,16,42.35997967,-71.05474135
5055,Larceny,A1,2019,9,4,11,42.35648631,-71.05928145
5083,Larceny,D4,2019,9,4,8,42.34236158,-71.07024069
5117,Larceny,C6,2019,9,4,4,42.32692112,-71.05841861
5135,Larceny,D4,2019,9,3,11,42.34640207,-71.08923162
5154,Larceny,D4,2019,9,3,20,42.34439568,-71.08632016
5209,Larceny,A1,2019,9,2,10,42.3640075,-71.05616211
5210,Larceny,C11,2019,9,3,18,42.30358612,-71.06437082
5215,Larceny,A1,2019,9,3,18,42.35997967,-71.05474135
5227,Larceny,D4,2019,9,3,16,42.35118005,-71.07666607
5231,Larceny,A1,2019,8,5,23,42.35649296,-71.05259107
5240,Larceny,D4,2019,9,3,13,42.34613087,-71.08094439
5243,Larceny,D4,2019,9,3,16,42.33722764,-71.07821604
5249,Larceny,B2,2019,9,2,18,42.321969700000004,-71.07242529
5263,Larceny,D4,2019,9,3,11,42.34693807,-71.09266111
5277,Larceny,D4,2019,9,3,17,42.35095909,-71.0741278
5297,Larceny,A1,2019,9,3,16,42.35603279,-71.05919355
5320,Larceny,D4,2019,9,3,14,42.34210486,-71.08118057
5322,Larceny,A1,2019,9,3,14,42.35645514,-71.06956975
5330,Larceny,E13,2019,9,2,20,42.31517051,-71.1012512
5338,Larceny,D4,2019,9,2,17,42.34280177,-71.10069509999998
5341,Larceny,D4,2019,9,1,11,42.35176179,-71.07452168
5352,Larceny,D4,2019,9,3,13,42.34470136,-71.07037609
5353,Larceny,C11,2019,9,3,13,42.27357721,-71.06770429999999
5355,Larceny,B3,2019,9,3,13,42.27130225,-71.07442362
5360,Larceny,A1,2019,8,2,21,42.36489527,-71.06050249
5366,Larceny,D14,2019,9,3,12,42.35595391,-71.13852468
5389,Larceny,D4,2019,8,1,19,42.34496729,-71.06382224
5399,Larceny,A1,2019,9,3,14,42.352341100000004,-71.06432465
5419,Larceny,D14,2019,9,3,7,42.34835708,-71.13645291
5442,Larceny,D4,2019,9,3,8,42.34252789,-71.07678918
5443,Larceny,D4,2019,9,3,8,42.34252789,-71.07678918
5498,Larceny,A1,2019,9,2,16,42.35961316,-71.05195809
5519,Larceny,A1,2019,9,5,18,42.34827698,-71.07038932
5522,Larceny,D4,2019,9,2,19,42.33816387,-71.07461217
5524,Larceny,C11,2019,9,2,19,42.28410589,-71.04608937
5552,Larceny,B3,2019,9,2,18,42.28816791,-71.08760718
5613,Larceny,C6,2019,9,2,7,42.353497999999995,-71.0451059
5614,Larceny,D4,2019,9,2,14,42.35176179,-71.07452168
5636,Larceny,D4,2019,9,2,13,42.33805954,-71.07636952
5642,Larceny,A15,2019,9,1,20,42.37954034,-71.06650071
5646,Larceny,C11,2019,9,1,17,42.29919694,-71.06046974
5652,Larceny,B2,2019,8,6,23,42.30234442,-71.08662858
5653,Larceny,C6,2019,8,2,0,42.33086345,-71.04618374
5669,Larceny,A1,2019,8,5,11,42.35459106,-71.0621901
5682,Larceny,B2,2019,9,2,11,42.33611274,-71.10927826
5688,Larceny,D4,2019,9,2,10,42.35521625,-71.06012863
5695,Larceny,D4,2019,8,2,10,42.34880461,-71.09392554
5716,Larceny,B3,2019,9,2,7,42.28187061,-71.08751152
5732,Larceny,C6,2019,9,2,4,42.32696647,-71.06198607
5743,Larceny,A1,2019,9,2,1,42.35768645,-71.06075134
5767,Larceny,C6,2019,9,1,22,42.32445979,-71.05961287
5797,Larceny,A1,2019,9,1,18,42.35123006,-71.06289921
5813,Larceny,A1,2019,9,1,18,42.35512339,-71.0608798
5819,Larceny,D4,2019,9,1,19,42.34254533,-71.06555908
5821,Larceny,D4,2019,9,1,18,42.34980175,-71.07840978
5831,Larceny,D14,2019,8,6,12,42.3505382,-71.14846033
5842,Larceny,E18,2019,8,5,17,42.24422964,-71.13251945
5843,Larceny,D4,2019,9,1,18,42.34701666,-71.06886238
5846,Larceny,C6,2019,9,1,16,42.34465296,-71.03801917
5853,Larceny,A1,2019,9,1,17,42.36179428,-71.0571127
5866,Larceny,A1,2019,9,5,21,42.36148163,-71.05719146
5868,Larceny,D4,2019,9,1,4,42.34280177,-71.10069509999998
5869,Larceny,B3,2019,9,1,17,42.30006791,-71.08430796
5873,Larceny,D4,2019,9,1,14,42.34496729,-71.06382224
5876,Larceny,D4,2019,9,1,17,42.33401829,-71.07638124
5877,Larceny,A1,2019,9,1,17,42.35160937,-71.05600201
5881,Larceny,B3,2019,9,1,16,42.26909851,-71.09361458
5884,Larceny,C11,2019,9,1,16,42.29797652,-71.07089244
5906,Larceny,C11,2019,9,1,14,42.29919694,-71.06046974
5923,Larceny,A15,2019,9,1,14,42.37736141,-71.06645921
5925,Larceny,A1,2019,9,1,14,42.35591935,-71.06000539
5930,Larceny,C11,2019,9,4,14,42.3107776,-71.06060553
5931,Larceny,C11,2019,9,5,16,42.30171653,-71.05991401
5937,Larceny,E5,2019,9,1,10,42.26483265,-71.15567877
5938,Larceny,B3,2019,9,1,13,42.28989271,-71.09498446
5944,Larceny,E18,2019,9,1,12,42.28523727,-71.10971211
5945,Larceny,D4,2019,9,1,12,42.34813158,-71.08027002
5977,Larceny,C6,2019,9,1,11,42.32809966,-71.06321676
6005,Larceny,D4,2019,9,1,9,42.34496729,-71.06382224
6006,Larceny,A1,2019,9,1,9,42.35648631,-71.05928145
6014,Larceny,A7,2019,9,7,21,42.36950697,-71.03747222
6023,Larceny,A1,2019,9,7,14,42.35143483,-71.06969334
6024,Larceny,C11,2019,9,1,8,42.30839354,-71.06473124
6069,Larceny,D4,2019,9,1,0,42.34241899,-71.09678306
6103,Larceny,D4,2019,9,5,22,42.34710196,-71.08841746
6117,Larceny,C11,2019,9,7,18,42.28410589,-71.04608937
6121,Larceny,D14,2019,9,7,14,42.35047135,-71.15046939
6138,Larceny,A1,2019,8,7,1,42.35897759,-71.05702371
6140,Larceny,D4,2019,9,7,15,42.34044966,-71.08845935
6143,Larceny,E18,2019,9,7,16,42.28446743,-71.11183089
6159,Larceny,C11,2019,9,6,16,42.28229912,-71.06778024
6160,Larceny,D4,2019,9,7,16,42.35095909,-71.0741278
6183,Larceny,E13,2019,9,7,14,42.31668732,-71.11261214
6191,Larceny,D4,2019,9,7,11,42.34416701,-71.10359107
6201,Larceny,C6,2019,9,5,0,42.33213373,-71.02836821
6204,Larceny,C11,2019,9,7,12,42.30915823,-71.06402751
6205,Larceny,A15,2019,9,7,12,42.37515302,-71.05841364
6215,Larceny,D4,2019,9,7,11,42.34556708,-71.07147876
6227,Larceny,C6,2019,9,6,16,42.33731438,-71.04852327
6237,Larceny,C6,2019,9,6,0,42.32502916,-71.06372615
6245,Larceny,B3,2019,9,6,21,42.28013735,-71.09079826
6255,Larceny,E5,2019,9,6,22,42.2946665,-71.15606645
6257,Larceny,E5,2019,9,6,22,42.28020859,-71.17680515
6266,Larceny,D4,2019,9,6,15,42.34877575,-71.09606805
6276,Larceny,D4,2019,9,2,16,42.34160357,-71.0977175
6282,Larceny,A1,2019,9,7,0,42.35540738,-71.06312433
6325,Larceny,A7,2019,9,7,0,42.37620267,-71.03979926
6328,Larceny,D4,2019,9,6,23,42.34807438,-71.089853
6335,Larceny,D4,2019,9,6,23,42.33965205,-71.07455503
6345,Larceny,A1,2019,9,4,8,42.33428841,-71.07239518
6369,Larceny,B2,2019,9,4,20,42.33069227,-71.1029989
6370,Larceny,D4,2019,9,6,19,42.33845028,-71.07210292
6384,Larceny,D4,2019,9,6,18,42.34173737,-71.07818565
6400,Larceny,A1,2019,9,6,18,42.35251005,-71.06719166
6416,Larceny,A1,2019,9,6,18,42.33428841,-71.07239518
6422,Larceny,A15,2019,9,5,10,42.37380056,-71.06290352
6433,Larceny,B3,2019,9,6,17,42.26817397,-71.09387677
6435,Larceny,B2,2019,9,6,17,42.33380683,-71.10377843
6437,Larceny,D4,2019,9,5,16,42.347106,-71.079756
6439,Larceny,B2,2019,9,6,14,42.32672962,-71.08570602
6446,Larceny,C11,2019,9,6,15,42.27357721,-71.06770429999999
6466,Larceny,E18,2019,9,6,14,42.2518944,-71.1253531
6468,Larceny,A7,2019,9,6,13,42.37499333,-71.03982596
6470,Larceny,C11,2019,9,6,13,42.29234068,-71.04803996
6482,Larceny,D4,2019,8,4,20,42.3469826,-71.09111988
6510,Larceny,B2,2019,8,5,18,42.33153805,-71.08015661
6511,Larceny,A1,2019,9,7,4,42.35512339,-71.0608798
6524,Larceny,C11,2019,9,3,23,42.27282017,-71.06525771
6572,Larceny,D4,2019,8,2,0,42.34587157,-71.08938851
6577,Larceny,A1,2016,8,2,0,42.35344834,-71.05658072
6581,Larceny,C11,2019,9,6,3,42.31441605,-71.06448504
6633,Larceny,C6,2019,9,3,15,42.33591242,-71.04427629999999
6637,Larceny,D14,2019,9,5,21,42.35343384,-71.13786355
6648,Larceny,D4,2019,9,5,20,42.33401829,-71.07638124
6679,Larceny,B3,2019,9,5,18,42.29760546,-71.08024924
6700,Larceny,D4,2019,9,5,16,42.34439568,-71.08632016
6713,Larceny,E13,2019,9,5,17,42.31193403,-71.11429090000001
6715,Larceny,C11,2019,9,5,17,42.31091044,-71.05767414
6740,Larceny,A1,2019,9,5,11,42.35972137,-71.05852359999999
6748,Larceny,A1,2019,9,5,8,42.36303798,-71.05524751
6775,Larceny,D4,2019,9,5,10,42.34044966,-71.08845935
6781,Larceny,D4,2019,9,5,10,42.35095909,-71.0741278
6788,Larceny,B2,2019,9,5,13,42.30486055,-71.08154307
6790,Larceny,C6,2019,9,5,12,42.32696647,-71.06198607
6794,Larceny,A1,2019,9,5,12,42.35988372,-71.06016189
6827,Larceny,D4,2019,9,5,10,42.34999733,-71.08103440000001
6834,Larceny,C11,2019,9,5,10,42.29711149,-71.05614405
6844,Larceny,D4,2019,9,5,8,42.33675016,-71.07662788
6845,Larceny,D4,2019,7,1,12,42.34147117,-71.06787918
6860,Larceny,D4,2019,9,5,9,42.34144266,-71.07180949
6863,Larceny,E5,2019,9,3,18,42.27562519,-71.13142204
6870,Larceny,C6,2019,9,4,20,42.34582745,-71.03350831
6902,Larceny,B2,2019,9,7,16,42.32898193,-71.07956761
6906,Larceny,B2,2019,9,4,23,42.31788176,-71.08911975
6951,Larceny,D14,2019,9,4,19,42.35486542,-71.13259322
6965,Larceny,D14,2019,9,2,16,42.34897674,-71.16277319
6969,Larceny,D4,2019,8,3,14,42.33555954,-71.07436364
6970,Larceny,C6,2019,9,4,13,42.35022637,-71.050134
6973,Larceny,E5,2019,9,4,19,42.27976705,-71.12162449
6985,Larceny,A15,2019,9,4,16,42.37999,-71.06319892
6989,Larceny,A1,2019,9,4,14,42.35997967,-71.05474135
6996,Larceny,D4,2019,9,4,14,42.35118005,-71.07666607
6999,Larceny,C11,2019,9,4,18,42.30511791,-71.08019088
7008,Larceny,D4,2019,9,4,18,42.33983534,-71.07923847
7009,Larceny,C11,2019,9,4,18,42.32004176,-71.06104118
7027,Larceny,D4,2019,9,3,14,42.34840576,-71.08688339
7047,Larceny,C11,2019,9,4,15,42.28410589,-71.04608937
7058,Larceny,C6,2019,9,2,15,42.32553801,-71.06579592
7069,Larceny,C6,2019,9,4,15,42.32553801,-71.06579592
7081,Larceny,E18,2019,9,4,15,42.26701085,-71.12096171
7095,Larceny,A1,2019,8,6,19,42.35648631,-71.05928145
7096,Larceny,C6,2019,8,3,13,42.34465705,-71.03564417
7099,Larceny,D4,2019,9,4,14,42.34496729,-71.06382224
7109,Larceny,D4,2019,9,7,10,42.34229629,-71.0707747
7130,Larceny,A1,2019,8,4,12,42.36394509,-71.05942841
7152,Larceny,C6,2019,8,6,21,42.33210843,-71.07014395
7179,Larceny,B2,2019,9,2,0,42.32802058,-71.07716877
7187,Larceny,D4,2019,9,4,9,42.34496729,-71.06382224
7189,Larceny,C6,2019,9,2,21,42.35156644,-71.04835172
7190,Larceny,D4,2019,8,1,10,42.34183602,-71.06735989
7236,Larceny,D4,2019,9,3,22,42.3465558,-71.08737452
7248,Larceny,B2,2019,9,3,23,42.33040083,-71.08851088
7271,Larceny,D14,2019,9,3,17,42.35669272,-71.16087538
7285,Larceny,E18,2019,9,3,6,42.25716913,-71.12530617
7292,Larceny,D4,2019,9,3,18,42.33401829,-71.07638124
7300,Larceny,D4,2019,9,3,18,42.34489594,-71.09659186
7307,Larceny,A1,2019,9,3,18,42.35272948,-71.06256291
7308,Larceny,A1,2019,9,3,18,42.35648631,-71.05928145
7309,Larceny,B2,2019,8,5,16,42.33326323,-71.10848409999998
7327,Larceny,B3,2019,9,3,8,42.2741969,-71.10738225
7350,Larceny,E13,2019,8,1,14,42.30747701,-71.11544172
7354,Larceny,A1,2019,9,3,16,42.35232371,-71.06400187
7365,Larceny,D4,2019,8,6,18,42.34241506,-71.09521114
7396,Larceny,D4,2019,9,3,13,42.33816387,-71.07461217
7411,Larceny,B3,2019,8,4,13,42.282381,-71.07612455
7412,Larceny,A7,2017,12,7,12,42.38064063,-71.02556481
7413,Larceny,A1,2019,9,3,11,42.35997967,-71.05474135
7414,Larceny,B3,2019,9,2,17,42.30238881,-71.08539388
7417,Larceny,D14,2019,9,3,11,42.34910076,-71.15612390000001
7432,Larceny,D4,2019,9,2,10,42.347106,-71.079756
7450,Larceny,C11,2019,9,3,11,42.29131613,-71.07170293
7451,Larceny,D4,2019,9,2,17,42.34160357,-71.0977175
7455,Larceny,A1,2019,9,3,10,42.35648631,-71.05928145
7458,Larceny,E5,2019,9,3,10,42.28112225,-71.1338382
7478,Larceny,D4,2019,9,2,21,42.3503876,-71.08785290000002
7497,Larceny,E13,2019,9,2,22,42.29556905,-71.11491498
7523,Larceny,B2,2019,8,5,7,42.34221545,-71.10544085
7564,Larceny,E13,2019,9,2,22,42.3212743,-71.11030469
7593,Larceny,D4,2019,9,2,21,42.33677663,-71.07464452
7594,Larceny,D4,2019,9,2,17,42.34848082,-71.10639861
7598,Larceny,B3,2019,9,2,18,42.28082671,-71.09754718
7600,Larceny,C11,2019,9,2,19,42.2843982,-71.06468373
7605,Larceny,A1,2019,9,2,18,42.35997967,-71.05474135
7611,Larceny,E5,2019,9,1,16,42.28548467,-71.13894626
7621,Larceny,D4,2019,9,2,16,42.34044966,-71.08845935
7626,Larceny,B2,2019,9,2,19,42.33044113,-71.08373481
7632,Larceny,A15,2019,9,1,12,42.37490832,-71.06171012
7638,Larceny,E18,2019,9,2,18,42.24915511,-71.14125117
7650,Larceny,D4,2019,8,5,8,42.33943469,-71.08179765
7656,Larceny,A15,2019,8,1,12,42.379637200000005,-71.07011421
7658,Larceny,C11,2019,8,4,12,42.31168453,-71.05750327
7661,Larceny,A1,2019,9,2,16,42.35754620000001,-71.05881953
7669,Larceny,D4,2019,9,2,16,42.34840576,-71.08688339
7670,Larceny,D4,2019,9,7,10,42.33825572,-71.07920918
7672,Larceny,D4,2019,9,2,16,42.33998273,-71.080974
7685,Larceny,D14,2019,8,6,12,42.3418213,-71.14644942
7688,Larceny,A7,2019,9,2,16,42.39034833,-70.99849637
7699,Larceny,A1,2019,8,6,1,42.3509006,-71.06068690000001
7705,Larceny,E18,2019,9,2,16,42.2518944,-71.1253531
7718,Larceny,D14,2019,9,2,15,42.35393493,-71.13652595
7732,Larceny,A1,2019,9,2,13,42.35512339,-71.0608798
7762,Larceny,D4,2019,9,2,12,42.35009599,-71.07732109999999
7764,Larceny,C6,2019,9,2,17,42.33083888,-71.04975281
7773,Larceny,B3,2019,9,2,11,42.27130225,-71.07442362
7810,Larceny,E13,2019,8,1,19,42.29860932,-71.11223703
7813,Larceny,C11,2019,9,2,10,42.27357721,-71.06770429999999
7835,Larceny,B3,2019,9,2,8,42.29268711,-71.08038427
7843,Larceny,B3,2019,9,2,6,42.28538167,-71.08546253
7848,Larceny,C6,2019,9,2,7,42.33210843,-71.07014395
7851,Larceny,C6,2019,9,2,5,42.33110073,-71.07049445
7898,Larceny,A1,2019,9,1,19,42.35645514,-71.06956975
7953,Larceny,C11,2019,9,1,18,42.30422176,-71.07918459
7967,Larceny,B2,2019,9,1,14,42.31466062,-71.07623072
7991,Larceny,D4,2019,9,1,14,42.336954999999996,-71.07746999999999
7992,Larceny,A1,2019,9,1,17,42.3556541,-71.06143259
8002,Larceny,D14,2019,9,7,21,42.35343384,-71.13786355
8004,Larceny,A1,2019,9,1,14,42.35512339,-71.0608798
8013,Larceny,A1,2019,9,1,15,42.35426247,-71.05883334
8020,Larceny,C11,2019,9,1,13,42.31894125,-71.05483549
8025,Larceny,B2,2019,8,1,15,42.31960766,-71.07215689
8033,Larceny,E13,2019,8,3,13,42.30856624,-71.1099714
8034,Larceny,E13,2019,8,3,13,42.30856624,-71.1099714
8035,Larceny,D4,2019,8,5,14,42.34862382,-71.08277637
8039,Larceny,B2,2016,6,2,12,42.33916952,-71.10358341
8047,Larceny,E18,2019,9,1,13,42.24945777,-71.12293746
8053,Larceny,D4,2019,9,1,13,42.34013527,-71.06872233
8054,Larceny,C6,2019,9,7,23,42.336112,-71.04665434
8056,Larceny,D4,2019,9,7,17,42.34862382,-71.08277637
8079,Larceny,C11,2019,9,1,11,42.29234068,-71.04803996
8088,Larceny,D4,2019,9,1,8,42.34496729,-71.06382224
8143,Larceny,A7,2019,9,1,1,42.37620267,-71.03979926
8193,Larceny,D14,2019,9,7,22,42.35361371,-71.12967302
8202,Larceny,B2,2019,9,7,21,42.33380683,-71.10377843
8209,Larceny,B3,2019,9,7,20,42.26994732,-71.09380308
8224,Larceny,C11,2019,9,7,19,42.31424363,-71.06258627
8225,Larceny,C11,2019,9,7,19,42.3078312,-71.06529544
8226,Larceny,A1,2019,9,7,16,42.3606447,-71.07086192
8252,Larceny,D4,2019,9,7,16,42.34255919,-71.06270824
8260,Larceny,B2,2019,9,7,16,42.33153805,-71.08015661
8271,Larceny,B2,2017,12,7,20,42.31162834,-71.08094294
8306,Larceny,E18,2019,9,7,13,42.2518944,-71.1253531
8317,Larceny,C11,2017,3,7,17,42.30344073,-71.06674608
8319,Larceny,D4,2019,9,7,12,42.3503787,-71.07626098
8321,Larceny,C11,2019,9,7,2,42.29547748,-71.06365819
8332,Larceny,C11,2019,9,7,10,42.29524857,-71.07108773
8355,Larceny,D14,2019,9,7,5,42.35034269,-71.13038207
8362,Larceny,E18,2019,9,7,9,42.28063521,-71.11889609999999
8366,Larceny,D14,2019,8,6,16,42.34650102,-71.13612792
8373,Larceny,A1,2019,8,5,23,42.35103105,-71.06373331
8435,Larceny,C6,2019,8,6,23,42.33482917,-71.04705015
8451,Larceny,C11,2019,8,6,22,42.2875771,-71.05736757
8454,Larceny,A1,2019,8,6,18,42.35650174,-71.0619996
8458,Larceny,B3,2019,8,6,21,42.28200583,-71.07606657
8462,Larceny,A1,2019,8,6,9,42.35997967,-71.05474135
8470,Larceny,B2,2019,8,6,20,42.31609551,-71.08713118
8482,Larceny,B2,2017,9,2,15,42.32681744,-71.07111038
8487,Larceny,D4,2019,8,3,20,42.34108936,-71.07020569
8488,Larceny,B2,2019,8,6,19,42.32369646,-71.09564674
8501,Larceny,B3,2019,8,6,16,42.26994732,-71.09380308
8503,Larceny,A1,2019,8,6,19,42.36020464,-71.05620816
8522,Larceny,B3,2019,8,6,15,42.26726416,-71.09461109
8528,Larceny,D4,2019,8,6,17,42.34701666,-71.06886238
8530,Larceny,A1,2019,8,6,16,42.35426247,-71.05883334
8542,Larceny,E5,2019,8,6,16,42.28788933,-71.12658585
8549,Larceny,D4,2019,8,6,16,42.34587157,-71.08938851
8562,Larceny,D14,2019,8,1,13,42.34614027,-71.14003692
8572,Larceny,A1,2019,8,6,15,42.36020464,-71.05620816
8640,Larceny,E18,2019,8,6,10,42.27413021,-71.11674617
8641,Larceny,E13,2019,8,5,18,42.32381377,-71.10913778
8649,Larceny,E18,2019,8,6,10,42.25250078,-71.11022148
8655,Larceny,E5,2019,8,5,9,42.28034655,-71.15823035
8660,Larceny,D4,2019,8,6,9,42.34701666,-71.06886238
8665,Larceny,A1,2019,8,5,16,42.36293611,-71.05253795
8723,Larceny,C11,2019,8,5,23,42.28657334,-71.06408374
8749,Larceny,C11,2019,8,5,21,42.3005201,-71.06490653
8752,Larceny,B2,2019,8,5,20,42.32104169,-71.07215291
8825,Larceny,A1,2019,8,5,16,42.35907171,-71.05973044
8830,Larceny,D4,2019,8,5,0,42.345182799999996,-71.10066932
8838,Larceny,D4,2019,8,5,14,42.347972399999996,-71.07849582
8857,Larceny,E13,2019,8,5,12,42.310747799999994,-71.11526456
8861,Larceny,D4,2019,8,5,16,42.33622726,-71.07353143
8868,Larceny,E13,2019,8,5,16,42.31828168,-71.10715062
8883,Larceny,C6,2019,8,2,20,42.34051396,-71.03556248
8892,Larceny,C6,2019,8,5,14,42.33557815,-71.03867318
8905,Larceny,D4,2019,8,5,13,42.34385799,-71.07953502
8920,Larceny,A1,2019,7,1,0,42.35422020000001,-71.05627778
8950,Larceny,E18,2019,8,4,18,42.28314714,-71.11374152
8967,Larceny,D14,2019,8,5,9,42.34937839,-71.13249037
8980,Larceny,C6,2019,8,5,2,42.33210843,-71.07014395
9002,Larceny,A1,2019,8,4,20,42.3616972,-71.06685878
9010,Larceny,D14,2019,8,5,1,42.338401399999995,-71.15158388
9034,Larceny,B3,2019,8,4,20,42.27130225,-71.07442362
9083,Larceny,D4,2019,8,2,0,42.34710196,-71.08841746
9094,Larceny,B2,2019,8,4,19,42.31993295,-71.08157395
9121,Larceny,B2,2019,8,4,9,42.33972732,-71.1086826
9131,Larceny,E13,2019,8,3,20,42.31392897,-71.10288162
9137,Larceny,D4,2019,8,4,14,42.34862382,-71.08277637
9146,Larceny,A1,2019,8,2,16,42.35942556,-71.05288819
9151,Larceny,B2,2019,8,4,16,42.33048169,-71.08166729999999
9166,Larceny,D14,2019,8,1,12,42.35555336,-71.15274721
9213,Larceny,C11,2019,8,4,13,42.28962239,-71.07141943
9223,Larceny,A1,2019,8,4,13,42.36139413,-71.05768690000001
9239,Larceny,C6,2019,8,4,12,42.33824777,-71.02965617
9247,Larceny,B3,2019,8,5,15,42.28664294,-71.0820251
9253,Larceny,C6,2019,8,4,12,42.31779354,-71.04210959
9261,Larceny,D4,2019,8,4,12,42.33983534,-71.07923847
9264,Larceny,B3,2019,8,4,12,42.28915232,-71.07346
9275,Larceny,A1,2019,8,4,10,42.35272948,-71.06256291
9281,Larceny,D4,2019,8,3,22,42.3368915,-71.077551
9283,Larceny,A1,2019,8,6,14,42.35143483,-71.06969334
9285,Larceny,A1,2019,8,5,12,42.35143483,-71.06969334
9301,Larceny,D4,2019,8,3,20,42.33906064,-71.08069001
9328,Larceny,D4,2019,8,4,8,42.34372964,-71.07206985
9370,Larceny,B2,2019,8,3,21,42.33450285,-71.1036802
9381,Larceny,A1,2019,8,3,0,42.34852699,-71.06486875
9385,Larceny,A1,2019,8,3,19,42.35358129,-71.06236665
9387,Larceny,D4,2019,8,3,20,42.35157076,-71.07186599
9399,Larceny,E5,2019,8,3,19,42.28608881,-71.14255416
9403,Larceny,D4,2019,8,3,17,42.34493428,-71.06366374
9416,Larceny,D4,2019,8,3,18,42.34243945,-71.0844553
9430,Larceny,D4,2019,8,3,15,42.345182799999996,-71.10066932
9448,Larceny,D4,2019,8,3,13,42.34997636,-71.07242619
9451,Larceny,D4,2019,8,3,16,42.34840576,-71.08688339
9452,Larceny,B2,2018,4,2,17,42.31835163,-71.07521669
9456,Larceny,A1,2019,8,3,13,42.35812101,-71.06085258
9465,Larceny,E18,2019,8,3,15,42.27314233,-71.11067921
9469,Larceny,E13,2019,8,3,14,42.30429914,-71.10725969
9475,Larceny,B3,2017,7,6,0,42.28079417,-71.07882205
9479,Larceny,D4,2019,8,3,15,42.34412628,-71.09942777
9484,Larceny,B3,2019,8,3,15,42.27580528,-71.07137354
9488,Larceny,C6,2019,8,3,13,42.32411838,-71.06461321
9489,Larceny,B2,2019,8,3,14,42.31832877,-71.06379351
9491,Larceny,A1,2019,8,3,16,42.35603279,-71.05919355
9497,Larceny,D4,2019,8,3,12,42.34412628,-71.09942777
9507,Larceny,D4,2019,8,2,12,42.34776033,-71.10469391
9510,Larceny,A1,2019,8,3,11,42.35143483,-71.06969334
9540,Larceny,B3,2019,8,7,18,42.275276700000006,-71.09554245
9553,Larceny,D14,2019,8,2,14,42.34946444,-71.14270449
9577,Larceny,D4,2019,8,3,8,42.34862382,-71.08277637
9594,Larceny,A1,2019,8,3,7,42.35916991,-71.05772912
9598,Larceny,D4,2019,8,3,7,42.34701666,-71.06886238
9604,Larceny,B2,2019,8,3,8,42.33044113,-71.08373481
9637,Larceny,B3,2019,8,3,0,42.27968299,-71.09286048
9650,Larceny,E5,2019,8,1,23,42.28397302,-71.16690592
9667,Larceny,B3,2019,8,2,22,42.27968299,-71.09286048
9668,Larceny,B2,2019,8,2,20,42.3088984,-71.08305190000002
9677,Larceny,A7,2019,8,2,20,42.36604954,-71.02955201
9686,Larceny,D14,2019,8,1,19,42.35197784,-71.1238116
9691,Larceny,B3,2019,8,2,13,42.29321805,-71.07886455
9708,Larceny,D14,2019,8,2,16,42.35825785,-71.12560096
9716,Larceny,E5,2019,8,2,17,42.28344599,-71.15611605
9731,Larceny,A1,2019,8,2,19,42.33428841,-71.07239518
9740,Larceny,E5,2019,8,2,13,42.29413187,-71.16072816
9742,Larceny,E5,2019,8,4,13,42.280208200000004,-71.17087959
9774,Larceny,C6,2019,8,6,6,42.33715994,-71.04540524
9798,Larceny,D14,2019,8,1,20,42.35216435,-71.12378708
9816,Larceny,A1,2019,8,2,15,42.35450139,-71.05916774
9817,Larceny,D4,2019,8,1,0,42.335482,-71.07586449
9822,Larceny,A7,2019,8,2,15,42.37421104,-71.03918485
9824,Larceny,B3,2019,8,2,14,42.27130225,-71.07442362
9827,Larceny,C6,2019,8,4,16,42.33152148,-71.07085307
9831,Larceny,E5,2019,8,2,15,42.28788933,-71.12658585
9841,Larceny,B3,2019,8,2,14,42.29012204,-71.08964896
9844,Larceny,A15,2019,8,2,13,42.37515337,-71.06409893
9848,Larceny,A1,2019,8,2,13,42.35602373,-71.06177615
9852,Larceny,C6,2019,8,4,18,42.33063707,-71.04902664
9857,Larceny,D4,2019,8,2,10,42.34999733,-71.08103440000001
9860,Larceny,C11,2019,8,2,11,42.27357721,-71.06770429999999
9873,Larceny,D4,2019,8,5,16,42.33698515,-71.07258823
9891,Larceny,D4,2019,8,2,11,42.34701666,-71.06886238
9916,Larceny,E18,2019,8,2,9,42.27413021,-71.11674617
9925,Larceny,E5,2019,8,1,22,42.28096799,-71.13940996
9926,Larceny,C11,2019,8,2,8,42.3163254,-71.06223796
9935,Larceny,C6,2019,8,5,2,42.33450412,-71.05411735
9954,Larceny,A1,2019,8,2,5,42.36610826,-71.05314705
9977,Larceny,B3,2019,8,2,0,42.28406985,-71.0882492
10010,Larceny,B2,2019,8,1,13,42.32832264,-71.07861091
